Leaving :,2019-05-15 19:21:51.322749+00:00
Arrival :,2019-05-16 00:21:18.915228+00:00
Leaving :,2019-05-16 00:28:12.321715+00:00
Arrival :,2019-05-16 18:56:00.649226+00:00
Leaving :,2019-05-16 18:56:31.231128+00:00
Arrival :,2019-05-16 15:00:34.556286+00:00
Leaving :,2019-05-16 15:00:40.578162+00:00
