Leaving :,2019-05-15 19:25:47.154559+00:00
Arrival :,2019-05-15 19:39:31.325375+00:00
Leaving :,2019-05-16 00:24:06.914995+00:00
Arrival :,2019-05-16 00:24:16.505277+00:00
Leaving :,2019-05-16 15:05:57.575118+00:00
Arrival :,2019-05-16 15:06:05.559039+00:00
Leaving :,2019-05-16 15:06:13.703127+00:00
